location,x,y,z,yaw,pitch,roll,Distance To Packoff,Distance To SPH
BufferA(54),-372.994,544.8976,747.6774,-44.38171,90.0,180.0,1233.0990241926288,844.3420388025211
BufferA(55),-292.4161,625.539,747.6771,-45.11263,90.0,180.0,1229.0190325798203,839.0899931409848
BufferA(56),-624.4204,299.6118,682.2938,-44.06422,90.0,180.0,1279.9946683877952,907.0620505176644
BufferA(57),-537.4885,383.6058,682.2908,-43.34911,90.0,180.0,1240.6928889297913,852.7807887144714
BufferA(58),-456.6969,463.9232,682.2795,-43.99351,90.0,180.0,1214.9052591223917,815.7937106621955
BufferA(59),-372.8987,546.2063,681.0045,-44.03865,90.0,180.0,1197.8464537613809,791.7078369273554
BufferA(60),-300.3556,617.6983,681.0003,-47.27801,90.0,180.0,1192.9898435458877,785.5573764345937
BufferA(61),-628.8609,295.8696,616.3886,-45.06918,90.0,180.0,1251.7970265943945,866.754863228627
BufferA(62),-550.0865,373.1732,616.3851,-46.62413,90.0,180.0,1214.844393317135,813.9012920027353
BufferA(63),-466.7173,454.612,616.3857,-46.76436,90.0,180.0,1185.5396436982737,771.2502558885035
BufferA(64),-377.1541,541.5433,615.57,-45.24513,90.0,180.0,1165.5793451648008,742.4672011486743
BufferA(65),-291.606,627.2037,615.5692,-44.38652,90.0,180.0,1160.8360047720003,735.8446285340705
BufferA(66),-624.5153,301.3603,549.7764,-43.61695,90.0,180.0,1221.7387375414492,822.5661875271472
BufferA(67),-541.494,381.5225,548.8694,-44.04574,90.0,180.0,1181.835788626205,764.2863099353984
BufferA(68),-455.7934,464.2859,548.9001,-43.69507,90.0,180.0,1151.795775603148,719.4111255176598
BufferA(69),-374.9743,545.1756,548.898,-44.05675,90.0,180.0,1135.8611789040312,694.4795889931885
BufferA(70),-304.9116,620.8,548.929,-47.33475,90.0,180.0,1134.773495841829,690.4869246030702
BufferA(71),-624.6419,301.159,483.851,-43.38819,90.0,180.0,1196.8808963531399,785.512620773571
BufferA(72),-541.9069,381.9748,482.9604,-43.7861,90.0,180.0,1156.6670802843244,724.6430538051765
BufferA(73),-455.9678,465.5692,482.9601,-43.43359,90.0,180.0,1126.1785263468612,677.1927941775075
BufferA(74),-372.1911,549.1691,482.9604,-43.28323,90.0,180.0,1109.4363981293266,650.0722789284234
BufferA(75),-289.427,631.8351,482.9601,-43.43483,90.0,180.0,1105.212085245894,643.8920917905127
BufferA(76),-627.5026,298.7581,416.9667,-44.04876,90.0,180.0,1176.5837338016233,754.2930704671825
BufferA(77),-541.1895,384.3287,416.9664,-43.43893,90.0,180.0,1134.605608859613,688.3551097393683
BufferA(78),-462.2837,461.6035,416.9667,-44.88832,90.0,180.0,1106.078601686634,642.1483039045855
BufferA(79),-378.4328,541.6777,415.9167,-45.15922,90.0,180.0,1085.739486092741,609.8370251836485
BufferA(80),-298.498,622.9542,416.391,-45.77522,90.0,180.0,1081.4675342231062,602.3954195493438
BufferA(81),-624.4214,300.714,350.9396,-43.39066,90.0,180.0,1156.1646499584551,722.9772665439805
BufferA(82),-542.9863,380.6456,350.9402,-44.07883,90.0,180.0,1115.5414056310951,657.8738095018923
BufferA(83),-459.4874,464.795,350.9402,-43.92699,90.0,180.0,1085.9725129734313,607.0528553725763
BufferA(84),-373.378,549.1648,350.9402,-43.15432,90.0,180.0,1067.0006503138175,574.7189046357306
BufferA(85),-293.5134,627.9225,350.7788,-44.15038,90.0,180.0,1061.7129376349012,566.6680765790676
BufferA(86),-627.7974,297.545,283.0107,-44.07253,90.0,180.0,1142.9423465089303,701.8456911279773
BufferA(87),-544.8823,379.6318,284.4005,-44.35411,90.0,180.0,1101.2815135428025,633.2347843351453
BufferA(88),-461.6087,461.9633,284.4002,-44.53378,90.0,180.0,1070.3151382792964,579.4269466262559
BufferA(89),-378.2047,544.6829,284.3997,-44.36868,90.0,180.0,1051.6886307292,545.9081233127567
BufferA(90),-296.0607,624.4263,284.3997,-44.95182,90.0,180.0,1044.786699048289,535.3614550906107
BufferA(91),-621.7119,305.74,218.0485,-41.80218,90.0,180.0,1129.38454223185,678.805357862115
BufferA(92),-545.5364,379.2101,218.0488,-44.4406,90.0,180.0,1090.0950362391397,613.8200216553871
BufferA(93),-457.0211,466.4432,216.2337,-43.17592,90.0,180.0,1056.723928745777,554.5064411721924
BufferA(94),-376.8777,544.2476,217.2837,-44.09619,90.0,180.0,1038.1533126949168,521.1098466737949
BufferA(95),-293.3201,628.1503,217.2962,-44.0602,90.0,180.0,1033.1984186139803,512.183826245275
BufferA(96),-627.0932,301.6524,151.2376,-43.33939,90.0,180.0,1125.5055219888338,671.9158612563436
BufferA(97),-547.5717,379.8382,151.237,-44.62948,90.0,180.0,1084.526410210971,602.6083484954485
BufferA(98),-456.6612,468.3911,151.2373,-42.87273,90.0,180.0,1049.849060154688,540.640676377627
BufferA(99),-379.1314,543.513,151.2376,-44.67369,90.0,180.0,1031.5027001018066,507.0570353413569
BufferA(100),-291.2683,631.0447,151.2186,-43.32229,90.0,180.0,1025.8711245706052,497.12404558750734
BufferB(1),-230.4601,655.1923,1413.0,-91.51902,90.0,-180.0,1681.643049570332,1428.8761736859867
BufferB(2),-111.0247,652.5245,1413.0,-90.83427,90.0,-180.0,1637.9920762325823,1410.5665171790524
BufferB(3),-0.8338856,653.6352,1409.714,-92.43226,90.0,-180.0,1603.4837567016143,1400.3300799373521
BufferB(4),118.3875,651.3858,1409.714,-91.99841,90.0,-180.0,1575.3965685118574,1401.4562588365789
BufferB(5),243.3757,648.1413,1409.714,-90.97131,90.0,-180.0,1554.8217366904303,1413.2407665751855
BufferB(6),-225.9816,654.7119,1346.113,-90.32298,90.0,-180.0,1626.30988034764,1364.8828785008757
BufferB(7),-103.1041,652.709,1343.887,-89.04776,90.0,180.0,1578.8380922706087,1343.8036205090073
BufferB(8),10.56207,651.6168,1343.743,-89.89661,90.0,180.0,1544.3270129987116,1336.179006959167
BufferB(9),126.3306,650.6897,1342.841,-90.35172,90.0,-180.0,1516.5993037810204,1337.6601914443459
BufferB(10),246.7354,649.3708,1342.839,-89.93824,90.0,180.0,1497.3672040978076,1350.5621107868405
BufferB(11),-222.7797,655.4553,1278.411,-89.61549,90.0,180.0,1572.3673996935468,1301.0533304693863
BufferB(12),-115.2502,654.1993,1276.533,-91.32896,90.0,-180.0,1529.513358963705,1281.6491738980103
BufferB(13),6.834582,653.113,1276.532,-90.43597,90.0,-180.0,1490.714281099657,1272.4764005760362
BufferB(14),124.8952,651.9586,1276.531,-90.43,90.0,-180.0,1461.8845500834755,1274.682067052423
BufferB(15),242.009,651.1777,1275.331,-90.56216,90.0,-180.0,1441.473308734489,1286.5859732305728
BufferB(16),-231.2229,655.0388,1211.136,-90.76271,90.0,-180.0,1524.2087898141435,1240.1566415694608
BufferB(17),-110.1824,653.1254,1211.103,-90.04511,90.0,-180.0,1475.631955601032,1218.9509466707568
BufferB(18),9.049691,652.2928,1211.1,-90.0022,90.0,-180.0,1436.7522175550992,1209.959238659758
BufferB(19),123.9684,650.593,1211.074,-90.39796,90.0,-180.0,1407.3459771922064,1212.0738096412308
BufferB(20),245.9284,650.178,1208.745,-89.6953,90.0,180.0,1384.759743949038,1224.4324472582903
BufferB(21),-224.4732,655.3516,1145.057,-89.70712,90.0,180.0,1472.1407902700223,1177.8641024683884
BufferB(22),-103.7952,653.6387,1143.471,-89.04327,90.0,180.0,1421.4175585509965,1154.883011169206
BufferB(23),16.10327,652.2648,1142.761,-88.48595,90.0,180.0,1380.5181806456628,1145.192649827566
BufferB(24),122.0307,651.304,1142.669,-90.86703,90.0,-180.0,1352.79418140924,1147.6270830688636
BufferB(25),235.2046,650.5364,1142.668,-91.65913,90.0,-180.0,1332.0996535831414,1161.12763563633
BufferB(26),-233.8658,655.9514,1078.71,-91.41424,90.0,-180.0,1428.5357516913623,1119.717712315813
BufferB(27),-113.0391,653.984,1078.708,-90.549,90.0,-180.0,1376.4322918042194,1095.9343843597737
BufferB(28),12.43736,652.1628,1077.025,-89.01748,90.0,180.0,1330.6465385435124,1083.5232561579462
BufferB(29),122.956,651.6621,1077.066,-90.50571,90.0,-180.0,1300.885704674994,1086.3780722064948
BufferB(30),232.1836,650.7916,1077.065,-92.20715,90.0,-180.0,1279.9427279450458,1099.9870777842502
BufferB(31),-222.086,655.9246,1011.905,-88.88901,90.0,180.0,1376.1517133079062,1056.5624391973956
BufferB(32),-106.0318,654.3741,1011.904,-89.14779,90.0,180.0,1325.1845265935892,1033.515070403266
BufferB(33),8.724837,653.0414,1011.878,-89.64631,90.0,180.0,1283.2464183490004,1023.2885116140017
BufferB(34),117.3548,652.0267,1011.866,-91.47169,90.0,-180.0,1252.1324813110934,1025.5198107572824
BufferB(35),225.5228,651.1385,1009.926,-93.45069,90.0,-180.0,1228.5178799250727,1037.3700033457744
BufferB(36),-232.9149,656.3505,946.2569,-90.94392,90.0,-180.0,1337.0782204715786,1001.1133568109217
BufferB(37),-115.1839,654.6626,946.254,-90.87208,90.0,-180.0,1282.800883238913,975.1490392348054
BufferB(38),6.173874,653.095,945.2831,-90.13866,90.0,-180.0,1235.5423434989614,962.0128009639645
BufferB(39),120.9787,651.4556,945.2756,-90.93499,90.0,-180.0,1201.0298029492221,964.3652059589355
BufferB(40),236.429,650.8241,943.7966,-91.03574,90.0,-180.0,1176.1915738966622,979.4532717196529
BufferB(41),-235.012,655.7021,879.5908,-90.99394,90.0,-180.0,1294.5338380768312,943.2088655494264
BufferB(42),-112.2031,654.5538,878.8971,-90.11797,90.0,-180.0,1235.8772055662478,914.0972543836778
BufferB(43),2.630447,653.1326,878.8058,-90.65495,90.0,-180.0,1190.0776974033722,901.6373532118479
BufferB(44),121.1349,651.9048,877.0672,-90.51214,90.0,-180.0,1151.9342893782612,902.6426588328405
BufferB(45),234.3789,651.3054,877.6069,-91.40007,90.0,-180.0,1127.962177210483,920.1988253888145
BufferB(46),-229.71,656.4062,814.2679,-90.03475,90.0,-180.0,1251.8706681068631,885.9994668768758
BufferB(47),-115.3195,654.4922,814.2465,-90.52584,90.0,-180.0,1195.3756561114023,857.4679147321665
BufferB(48),3.882895,653.5206,814.5486,-90.34817,90.0,-180.0,1146.6210224058648,844.1205703993102
BufferB(49),121.5419,652.4673,811.383,-90.29936,90.0,-180.0,1106.592290659286,844.2328530721521
BufferB(50),239.9435,651.3702,811.2816,-90.17589,90.0,-180.0,1079.9650822601661,863.4034958304558
BufferB(51),-226.006,656.4727,747.4621,-89.10285,90.0,180.0,1210.8600755907419,829.0094043350064
BufferB(52),-112.8907,655.1026,747.4499,-89.95333,90.0,180.0,1153.6755981583099,799.4865405412964
BufferB(53),4.53148,653.6727,746.4487,-90.0468,90.0,-180.0,1102.8639738408397,784.2116050465432
BufferB(54),121.3268,652.6691,745.0535,-90.21593,90.0,-180.0,1062.878151040478,786.1705583748617
BufferB(55),231.4446,651.9622,744.4907,-91.72871,90.0,-180.0,1036.554837654535,804.4652992926096
BufferB(56),-228.1979,657.2134,680.6197,-89.4373,90.0,180.0,1175.88859183611,775.9232800352222
BufferB(57),-115.7731,655.6333,680.1775,-90.45645,90.0,-180.0,1116.6416483408432,743.6413666150747
BufferB(58),-2.712157,654.2737,679.5519,-91.39422,90.0,-180.0,1065.7941734409223,727.4086089692488
BufferB(59),118.693,653.1456,679.7523,-90.63627,90.0,-180.0,1023.136627914577,730.2606068011036
BufferB(60),235.6421,652.0714,677.9037,-90.68295,90.0,-180.0,993.1466338304679,750.1070340999996
BufferB(61),-226.3636,657.2798,614.79,-88.94113,90.0,180.0,1141.523399417027,724.049534903494
BufferB(62),-113.786,655.3224,614.6063,-89.94287,90.0,180.0,1080.4034915193727,689.6452214014943
BufferB(63),2.157665,654.2679,613.719,-90.25571,90.0,-180.0,1026.9341121994205,672.3047347440779
BufferB(64),115.6101,653.1959,613.0699,-91.06226,90.0,-180.0,985.1636712623156,674.6282897071483
BufferB(65),241.7728,652.4633,612.16,-89.38194,90.0,180.0,952.7887841042607,699.2734638437325
BufferB(66),-233.1681,657.5489,549.2078,-90.09779,90.0,-180.0,1115.282230579588,678.3257984472373
BufferB(67),-115.2587,655.5242,547.3785,-90.06719,90.0,-180.0,1048.3832993530207,637.7045591575788
BufferB(68),0.4107615,654.7393,547.377,-90.41638,90.0,-180.0,993.8348456123913,619.6064242629371
BufferB(69),115.6749,653.6747,547.3738,-90.9286,90.0,-180.0,950.2043430796039,622.6054964780523
BufferB(70),223.7771,653.124,546.4189,-92.83701,90.0,-180.0,920.4554270951601,643.974927592373
BufferB(71),-233.4757,657.575,482.4975,-90.07069,90.0,-180.0,1087.8804112434993,632.4477809563426
BufferB(72),-111.8382,655.12,482.4954,-89.02792,90.0,180.0,1017.7543425164118,588.8668541784552
BufferB(73),1.928165,654.5344,480.8353,-90.02886,90.0,-180.0,962.1348624491698,568.9492989772251
BufferB(74),118.4349,653.6639,480.8311,-90.22042,90.0,-180.0,916.9402464923805,572.8222776917881
BufferB(75),229.4709,653.1118,480.8308,-91.60632,90.0,-180.0,886.302967325142,598.1827998329373
BufferB(76),-227.0719,657.6547,415.7038,-88.66238,90.0,180.0,1059.8676554934873,587.4783999243632
BufferB(77),-119.7039,656.3706,415.7032,-90.69196,90.0,-180.0,997.0788012726573,546.5114589496436
BufferB(78),2.97035,655.0859,415.7006,-89.65231,90.0,180.0,935.4681399293245,523.4115483498703
BufferB(79),95.17461,654.8326,413.38,-94.96342,90.0,-180.0,897.1397874805206,523.5647742709497
BufferB(80),230.6337,653.372,413.3788,-91.23627,90.0,-180.0,856.3142075530872,553.8492324309243
BufferB(81),-228.3665,657.9169,348.835,-88.68731,90.0,180.0,1040.337462782652,550.8376430760792
BufferB(82),-118.0392,656.8447,349.8701,-90.16688,90.0,-180.0,974.9894966208086,506.467289040935
BufferB(83),-2.560613,655.5148,349.1588,-90.66161,90.0,-180.0,915.1405503245569,481.9730423940286
BufferB(84),116.4778,654.4217,349.1561,-90.41438,90.0,-180.0,865.8157701516054,485.68739058521373
BufferB(85),233.1122,653.7112,347.5358,-90.60899,90.0,-180.0,831.0648811987795,516.0038470031149
BufferB(86),-229.5604,658.0095,283.0705,-88.90113,90.0,180.0,1024.8577070698086,520.535397171714
BufferB(87),-114.4493,656.3799,283.0717,-89.32436,90.0,180.0,954.8821493797755,470.3970773583442
BufferB(88),2.224162,655.5472,283.0708,-89.55923,90.0,180.0,894.2464095924897,445.63996958767456
BufferB(89),126.2112,654.5612,283.0675,-88.37243,90.0,180.0,842.74014862103,451.9472763669984
BufferB(90),238.5221,653.911,281.5213,-89.4295,90.0,180.0,809.5635101730942,485.21881006046124
BufferB(91),-233.5174,658.2607,217.4966,-89.4818,90.0,180.0,1015.340894400707,498.8199952064031
BufferB(92),-115.0017,656.8373,217.5007,-89.23999,90.0,180.0,942.411138079628,444.2193737992705
BufferB(93),-10.0042,656.0018,214.1064,-91.78755,90.0,-180.0,885.8361219517601,417.70873085588005
BufferB(94),115.891,655.1005,213.97,-90.1547,90.0,-180.0,831.3449637761424,421.22076844673745
BufferB(95),236.1156,653.8374,213.9857,-89.69245,90.0,180.0,794.2318986092033,457.7837882693401
BufferB(96),-244.0681,658.5596,150.8695,-91.46718,90.0,-180.0,1014.2547950905264,488.7226811471164
BufferB(97),-108.8905,656.1697,150.8457,-87.66218,90.0,180.0,929.5643046688592,422.9899001746307
BufferB(98),-1.420333,655.9714,149.0952,-90.0177,90.0,-180.0,872.6775529375119,397.96334272857644
BufferB(99),116.4259,655.059,149.0943,-90.03015,90.0,-180.0,821.5757964907568,402.7314519936604
BufferB(100),230.4086,654.1339,147.8269,-90.75672,90.0,-180.0,785.7375572106972,438.25094772256006
BufferC(1),300.2347,627.4055,1404.43,-132.4159,90.0,-180.0,1534.8471166923323,1412.2054863113153
BufferC(2),381.8118,543.414,1404.409,-132.4535,90.0,-180.0,1492.3955260435507,1410.870917252738
BufferC(3),456.7728,467.1749,1404.364,-134.4447,90.0,-180.0,1460.9355448147587,1418.2984400164064
BufferC(4),545.4136,378.1277,1404.338,-132.7375,90.0,-180.0,1433.5634053414992,1437.4399361755204
BufferC(5),632.0325,292.2813,1404.336,-131.8857,90.0,-180.0,1417.4524060162041,1466.3785542248668
BufferC(6),297.3867,626.431,1337.662,-132.6165,90.0,-180.0,1476.4663740765843,1348.1725479892953
BufferC(7),383.5294,542.6447,1337.662,-132.0627,90.0,-180.0,1432.172454418558,1347.887420115388
BufferC(8),466.4366,458.6024,1337.662,-131.8727,90.0,-180.0,1396.6240669672013,1357.2160321709196
BufferC(9),545.4764,379.8631,1337.662,-133.062,90.0,-180.0,1371.852329376845,1375.6272396990241
BufferC(10),631.5714,294.2837,1337.649,-132.1946,90.0,-180.0,1354.8876436130472,1405.5103472587584
BufferC(11),299.5838,626.1716,1272.13,-132.2139,90.0,-180.0,1419.8211618368018,1286.8000977988393
BufferC(12),378.2951,548.1026,1272.115,-133.5605,90.0,-180.0,1376.7392702669797,1285.8920731014887
BufferC(13),460.2095,465.3586,1272.087,-133.8357,90.0,-180.0,1339.5489588996647,1294.8239184760453
BufferC(14),542.1471,383.2059,1272.051,-133.9341,90.0,-180.0,1311.8866304433038,1314.104639590879
BufferC(15),624.3936,299.1117,1272.042,-133.9139,90.0,-180.0,1293.542490545245,1343.2819665755824
BufferC(16),297.2295,627.6042,1206.393,-132.6632,90.0,-180.0,1365.1076242859008,1225.1946537290391
BufferC(17),382.6363,542.8115,1205.569,-132.2056,90.0,-180.0,1315.7972948199147,1223.5882749241111
BufferC(18),462.1947,461.3559,1205.568,-132.6716,90.0,-180.0,1277.9671905444075,1233.029344673815
BufferC(19),548.6449,375.9136,1205.568,-131.9059,90.0,-180.0,1248.5631906486333,1255.2317157414866
BufferC(20),630.9446,294.1215,1205.567,-132.2398,90.0,-180.0,1230.966641683647,1286.7124323766536
BufferC(21),294.5009,629.642,1138.407,-133.2791,90.0,-180.0,1309.9343976248183,1162.0723591973592
BufferC(22),379.9667,545.7722,1138.405,-132.7988,90.0,-180.0,1259.3638992776853,1161.0748151272028
BufferC(23),462.5666,462.5186,1138.399,-132.877,90.0,-180.0,1218.6772958665003,1171.4280030647783
BufferC(24),548.8463,374.4624,1138.39,-131.5754,90.0,-180.0,1186.667689559388,1194.40548231676
BufferC(25),630.623,295.043,1138.385,-132.1524,90.0,-180.0,1168.9633903981792,1227.3489403022231
BufferC(26),302.1422,623.5143,1072.941,-131.1682,90.0,-180.0,1252.2907512210716,1101.6273811838864
BufferC(27),381.7615,542.7398,1072.93,-132.0613,90.0,-180.0,1202.0856101350084,1100.5519274002022
BufferC(28),465.8279,458.4977,1072.914,-131.613,90.0,-180.0,1159.3065932096504,1112.2149739675085
BufferC(29),549.076,375.8472,1072.908,-131.6598,90.0,-180.0,1128.1098101901453,1136.0799861511643
BufferC(30),629.8003,294.1137,1072.862,-132.0878,90.0,-180.0,1108.319147573047,1169.9692244961157
BufferC(31),299.6463,624.6517,1007.732,-131.7154,90.0,-180.0,1201.0959706249312,1041.9748222391374
BufferC(32),379.1795,546.6685,1007.731,-132.9104,90.0,-180.0,1149.9902332393635,1041.2800805916581
BufferC(33),464.2672,457.8808,1005.252,-131.8167,90.0,-180.0,1100.3044899416732,1050.4607692761485
BufferC(34),545.8841,378.7697,1005.251,-132.5623,90.0,-180.0,1068.7130203933727,1075.2113894923705
BufferC(35),626.4932,297.9436,1005.245,-133.1894,90.0,-180.0,1047.6907543522782,1110.5106398266691
BufferC(36),296.0757,629.0818,940.2192,-132.7504,90.0,-180.0,1151.7667716037824,981.8956293343463
BufferC(37),380.7541,544.1889,940.2189,-132.4037,90.0,-180.0,1093.4971349990467,980.3392816968175
BufferC(38),465.2558,458.3063,940.2186,-131.6965,90.0,-180.0,1045.2416851223393,993.0960001307044
BufferC(39),548.6842,375.9015,940.2183,-131.6995,90.0,-180.0,1010.6435867256872,1019.8429040569112
BufferC(40),633.8091,291.936,939.8186,-131.2212,90.0,-180.0,988.2098067534482,1059.5592105339633
BufferC(41),299.835,625.2047,873.9417,-131.5122,90.0,-180.0,1098.9605811875917,922.7705767152711
BufferC(42),380.6566,544.3934,873.9316,-132.2854,90.0,-180.0,1041.0168866457632,921.5769410311686
BufferC(43),462.5457,462.9028,873.9174,-132.726,90.0,-180.0,992.5514097635163,934.8059945849492
BufferC(44),549.0464,375.926,873.9117,-131.5017,90.0,-180.0,953.5168868902845,963.6475868526314
BufferC(45),629.722,296.5851,873.8834,-132.343,90.0,-180.0,931.0489275214723,1003.4258531651993
BufferC(46),295.2177,629.4764,808.5433,-132.8337,90.0,-180.0,1054.9429341192354,866.2989621637983
BufferC(47),378.8254,544.8019,808.5278,-132.5975,90.0,-180.0,991.0635074641441,864.0457586854831
BufferC(48),465.0343,459.765,808.5255,-131.8864,90.0,-180.0,937.9090655518186,879.2559268010434
BufferC(49),546.5416,379.4023,807.9587,-132.4001,90.0,-180.0,899.3849421302592,907.9091993291498
BufferC(50),628.5694,296.6209,807.959,-132.5025,90.0,-180.0,873.7511536504404,950.2794832016505
BufferC(51),296.0168,631.2109,743.0648,-132.972,90.0,-180.0,1010.7038032706176,811.7178568069745
BufferC(52),382.9567,542.9423,743.0645,-131.6383,90.0,-180.0,941.1566417179213,809.4167727005463
BufferC(53),463.4329,461.7152,743.0637,-132.1461,90.0,-180.0,887.706811468916,824.1643422667654
BufferC(54),543.6819,381.6723,743.0639,-133.0251,90.0,-180.0,847.0607834856738,854.1212576003386
BufferC(55),626.5114,298.8121,743.0639,-132.9596,90.0,-180.0,819.4407014243274,899.0814747022174
BufferC(56),294.2924,628.2874,674.4106,-132.6514,90.0,-180.0,963.6352904598283,753.211128076317
BufferC(57),377.2557,548.1897,674.6235,-133.1846,90.0,-180.0,896.7860044438224,752.2317161795612
BufferC(58),464.057,460.3793,674.6072,-131.8625,90.0,-180.0,835.3115438599539,768.7273028094448
BufferC(59),548.1099,377.2877,674.6,-131.6446,90.0,-180.0,790.9270368571842,802.944054270499
BufferC(60),631.0189,295.3625,674.5917,-131.9046,90.0,-180.0,762.7355237933655,851.5489564328054
BufferC(61),296.7525,629.4493,609.7309,-132.4566,90.0,-180.0,924.3373516787058,703.2877625213792
BufferC(62),372.0779,552.2728,609.7279,-134.3749,90.0,-180.0,857.0122230470773,699.7040423019964
BufferC(63),465.2427,459.0006,609.7267,-131.4449,90.0,-180.0,787.8871810268458,718.5879113785049
BufferC(64),543.8219,381.0029,609.7223,-132.749,90.0,-180.0,743.3255769877501,752.4137928228536
BufferC(65),629.4226,295.4022,608.755,-132.0206,90.0,-180.0,710.3098864273294,804.4548589522808
BufferC(66),297.6885,627.3376,542.0378,-131.867,90.0,-180.0,883.8807490615867,651.3390489419438
BufferC(67),382.0485,541.5257,542.0131,-131.276,90.0,-180.0,806.1000723715312,648.8564115990779
BufferC(68),457.8079,467.3272,541.9902,-133.746,90.0,-180.0,748.1277399621267,666.2760149230497
BufferC(69),546.5099,378.3809,541.9866,-131.98,90.0,-180.0,693.3989881072207,706.3240635205755
BufferC(70),625.062,299.5306,541.9741,-133.1963,90.0,-180.0,661.218946786696,757.5675032991132
BufferC(71),298.7654,625.5806,476.6173,-131.4579,90.0,-180.0,848.3145662414453,604.3544643387124
BufferC(72),386.2971,540.0629,476.6167,-130.3361,90.0,-180.0,767.3706036628583,604.0524296963038
BufferC(73),465.507,459.7696,476.6167,-131.3343,90.0,-180.0,702.170543365228,623.8978375094147
BufferC(74),542.6328,381.9646,476.6164,-132.9526,90.0,-180.0,651.5841009481536,661.4437905144397
BufferC(75),623.124,300.6682,476.5519,-133.5658,90.0,-180.0,615.271165659503,716.5277490562023
BufferC(76),295.4609,630.0634,409.6655,-132.4901,90.0,-180.0,822.0126719932032,562.088116598444
BufferC(77),374.4879,548.4017,409.6643,-133.3511,90.0,-180.0,741.1320537233912,557.2966600268766
BufferC(78),455.748,469.4285,409.664,-134.1278,90.0,-180.0,672.2426343901698,577.9036948196646
BufferC(79),538.2028,384.2865,409.6622,-133.9133,90.0,-180.0,611.9222467766796,618.6930576152896
BufferC(80),617.9714,306.0206,409.6604,-135.1402,90.0,-180.0,574.1016173472896,676.0337620185061
BufferC(81),289.7088,637.7761,342.5459,-134.4485,90.0,-180.0,803.809469652326,526.0308680049965
BufferC(82),375.6352,548.3095,342.201,-133.0644,90.0,-180.0,711.6435843342057,518.8215190348873
BufferC(83),460.0801,462.5863,342.1927,-132.5097,90.0,-180.0,633.9002591917593,541.0979749976598
BufferC(84),541.8865,383.2442,342.1778,-133.1795,90.0,-180.0,575.9289594316921,586.6024578771861
BufferC(85),624.7529,298.5986,342.1008,-133.0635,90.0,-180.0,532.578448998297,649.8165318676126
BufferC(86),294.1027,628.4241,277.4597,-132.3985,90.0,-180.0,773.7435247240131,489.97360465930404
BufferC(87),376.8569,547.3518,277.4597,-132.6876,90.0,-180.0,687.5638304798688,487.444048797244
BufferC(88),458.0495,465.4338,277.46,-133.1527,90.0,-180.0,610.3797446076136,510.2210784409245
BufferC(89),539.9708,385.8079,277.46,-133.8358,90.0,-180.0,549.0012021904101,557.596851414543
BufferC(90),627.6619,296.9725,277.46,-132.2596,90.0,-180.0,501.2548289347501,627.5180569270226
BufferC(91),295.5089,627.4224,209.6551,-131.8846,90.0,-180.0,756.2941779954662,464.4245776886684
BufferC(92),378.5112,546.9084,210.1112,-132.396,90.0,-180.0,668.7926233809922,462.84407684271173
BufferC(93),459.3214,465.294,210.1056,-132.9723,90.0,-180.0,589.7090543842427,486.91351991884346
BufferC(94),543.4626,382.9224,210.0339,-132.8363,90.0,-180.0,524.093033700815,538.0423211801948
BufferC(95),626.3774,298.1671,209.8492,-132.4787,90.0,-180.0,476.2927989040141,606.6331283649616
BufferC(96),294.6238,630.3895,142.5112,-132.6916,90.0,-180.0,748.9772167578261,449.75699072129606
BufferC(97),374.9714,549.5808,142.5272,-133.3285,90.0,-180.0,659.8123152031565,445.0848287250757
BufferC(98),457.2909,466.7327,142.5308,-133.4461,90.0,-180.0,577.5154974855494,469.81733882772147
BufferC(99),544.5358,378.8322,142.5314,-132.0997,90.0,-180.0,505.2609761802445,523.8954992701025
BufferC(100),626.0355,295.984,142.5326,-132.1849,90.0,-180.0,457.52503728588187,593.5814556534697
BufferD(1),654.3828,241.0541,1403.611,-178.3309,90.0,-180.0,1406.8806325904397,1475.0025104196711
BufferD(2),654.5579,126.3563,1404.487,-178.8437,90.0,-180.0,1384.1418735680409,1482.5091894223342
BufferD(3),654.0241,2.356748,1404.437,-177.3913,90.0,-180.0,1368.8737765739354,1499.2897524516213
BufferD(4),652.9979,-113.2604,1404.354,-177.7818,90.0,-180.0,1364.5447703046668,1523.6404928384372
BufferD(5),652.7695,-230.9789,1404.297,-177.906,90.0,-180.0,1370.3501549662867,1557.2332368405864
BufferD(6),652.6899,233.5532,1339.634,-176.6668,90.0,-180.0,1343.720887224209,1416.5729317285702
BufferD(7),653.2241,119.0412,1339.573,-177.2057,90.0,-180.0,1319.689946538586,1424.2477889704462
BufferD(8),653.1591,5.316983,1338.29,-177.9455,90.0,-180.0,1304.058402155955,1439.5280326779339
BufferD(9),653.3863,-114.6308,1338.282,-177.5334,90.0,-180.0,1299.583916903674,1466.3621361202463
BufferD(10),654.1119,-228.8694,1338.273,-178.1403,90.0,-180.0,1305.68442408336,1500.6198624926953
BufferD(11),653.0249,241.6791,1272.301,-178.5183,90.0,-180.0,1281.9932221498698,1356.203450210191
BufferD(12),654.0156,124.4853,1272.296,-178.4401,90.0,-180.0,1255.6948781174492,1364.0766492845937
BufferD(13),653.7323,9.29693,1272.291,-178.8815,90.0,-180.0,1239.900102148954,1380.9332157648084
BufferD(14),652.8994,-115.188,1272.28,-177.2576,90.0,-180.0,1234.6372870155856,1409.310852653724
